class,probs,preds
1,0.9529965,1
0,0.0041132867,0
1,0.9999999,1
0,0.014653355,0
1,0.9997298,1
1,0.9998654,1
1,0.99998677,1
1,0.9982909,1
0,0.0001924038,0
0,5.2809715e-05,0
1,0.99385464,1
1,0.9999987,1
1,0.999969,1
1,0.9999457,1
0,0.0014474988,0
1,0.9997604,1
1,0.47858787,0
1,0.9952242,1
1,0.986948,1
1,0.9943007,1
1,0.0007778704,0
1,0.9884921,1
1,0.47708473,0
0,0.0051379204,0
0,0.01052624,0
1,0.9999815,1
1,0.99544597,1
1,0.9795949,1
0,0.0059408844,0
1,0.98400325,1
1,0.6461989,1
1,0.9822732,1
1,0.5100355,1
0,0.021867484,0
0,0.0034313798,0
0,0.005940914,0
0,0.007464975,0
1,0.9999852,1
1,0.9986353,1
0,7.036328e-05,0
1,0.9999801,1
1,0.9923943,1
1,0.9795992,1
0,0.003909081,0
0,0.0051382184,0
1,0.9914026,1
0,0.0115169585,0
0,0.020347953,0
0,0.0097875595,0
1,0.99998045,1
1,0.56015813,1
0,5.978346e-05,0
1,0.9999827,1
0,0.012977183,0
1,0.99985194,1
1,0.9998217,1
0,0.0034309626,0
1,0.96407545,1
1,0.9676156,1
0,0.003647089,0
1,0.9999964,1
0,0.0035835207,0
1,0.9982866,1
0,0.0125769675,0
0,0.0027406812,0
1,0.99992454,1
1,0.99997675,1
1,0.99999946,1
0,0.0018288195,0
1,0.98659414,1
1,0.9938543,1
0,0.016133875,0
1,0.99998003,1
0,0.005801797,0
1,0.99999046,1
0,0.0042460263,0
0,0.00013458729,0
0,0.0042487383,0
0,0.011041492,0
1,0.9947268,1
0,0.0043447316,0
1,0.99735856,1
0,0.001829952,0
1,0.9545325,1
1,0.99999285,1
1,0.99693596,1
0,0.0070855916,0
0,0.0051410794,0
0,0.007970005,0
0,0.0021488965,0
1,0.98508537,1
1,0.999768,1
0,0.036184818,0
0,0.0041959286,0
0,0.02982837,0
1,0.99996865,1
1,0.9970653,1
1,0.99983627,1
0,0.020244867,0
0,0.0006288588,0
0,0.058498412,0
0,0.006545931,0
1,0.9973284,1
1,0.99970317,1
0,0.0003271401,0
0,0.0035835207,0
0,0.002015829,0
0,0.00037884712,0
1,0.9934615,1
0,0.020906538,0
1,0.967627,1
0,0.0031125247,0
1,0.99997383,1
1,0.99970746,1
1,0.99989784,1
1,0.9983061,1
0,0.00530082,0
0,0.007729262,0
0,0.0030252635,0
0,8.144975e-05,0
1,0.99998343,1
0,0.015499711,0
0,0.005139053,0
1,0.9999839,1
0,0.013648331,0
1,0.99996006,1
0,0.08267826,0
0,0.00687173,0
0,6.0617924e-05,0
0,0.009821355,0
1,0.9949365,1
1,0.9999974,1
1,0.9913226,1
1,0.99706537,1
0,0.008804619,0
1,0.99992555,1
1,0.9999989,1
1,0.9999083,1
0,0.02370727,0
0,0.026578903,0
0,0.0087997615,0
1,0.9999745,1
0,0.009144783,0
1,0.9706943,1
1,0.9999935,1
0,0.0051544905,0
1,0.98543894,1
0,0.011520803,0
0,0.0074139833,0
1,0.9999832,1
1,0.99331415,1
1,0.9985076,1
0,0.00026866794,0
1,0.98785734,1
1,0.99978364,1
0,0.008254558,0
0,0.01808551,0
0,0.025307626,0
1,0.999998,1
0,0.00027048588,0
0,0.0026227832,0
1,0.99781394,1
1,0.99995154,1
0,0.0041960776,0
1,0.9991627,1
0,0.01052627,0
0,0.016738534,0
1,0.49586532,0
1,0.9999672,1
1,0.0034313202,0
1,0.9990301,1
1,0.9982549,1
1,0.9775435,1
0,5.492568e-05,0
1,0.99977803,1
1,0.99998766,1
0,0.056547433,0
1,0.99968636,1
1,0.99998766,1
1,0.0007776618,0
1,0.99987733,1
0,0.00513649,0
0,0.0105264485,0
1,0.9999763,1
0,0.0136016905,0
0,1.859665e-05,0
1,0.9991069,1
1,0.9999998,1
0,0.022764117,0
1,0.9999988,1
0,0.0002219677,0
1,0.008804262,0
0,0.0001962781,0
0,0.004344493,0
0,0.0058099926,0
0,0.0059435964,0
0,0.0065435767,0
0,0.0025539994,0
0,0.020500153,0
1,0.99981964,1
0,0.0034457743,0
1,0.9994852,1
1,0.9999851,1
1,0.99141073,1
0,0.00013539195,0
1,0.999618,1
0,0.0024648905,0
0,0.009788841,0
0,0.07436183,0
0,0.0059443116,0
0,0.011545002,0
1,0.99949986,1
1,0.9997202,1
0,0.009869337,0
1,0.9998715,1
1,0.9999916,1
1,0.9909984,1
1,0.99997294,1
0,0.0014756024,0
1,0.9999322,1
0,0.0026242137,0
1,0.99811983,1
1,0.9981524,1
1,0.993855,1
1,0.99992055,1
0,0.00014665723,0
1,0.9528513,1
1,0.9999861,1
1,0.9999435,1
1,0.99999774,1
1,0.99999976,1
0,0.021534681,0
0,0.016657144,0
0,0.0065425634,0
1,0.9931928,1
1,0.79243505,1
0,0.008926451,0
1,0.9730309,1
1,0.98658407,1
0,0.060117483,0
0,0.0005158782,0
1,0.9999976,1
1,0.99999934,1
0,0.0019721985,0
1,0.9992737,1
1,0.99951947,1
0,7.9631805e-05,0
0,0.0026958287,0
1,0.99907744,1
0,0.0034310222,0
1,0.99996924,1
1,0.99707586,1
1,0.9814023,1
0,0.002352208,0
1,0.99107957,1
1,0.99116063,1
1,0.99999213,1
1,0.99568963,1
1,0.9860419,1
0,0.017118722,0
1,0.994779,1
1,0.9999487,1
1,0.9999995,1
0,0.004194498,0
1,0.9999739,1
1,0.9999776,1
0,0.01361084,0
0,0.00017002225,0
0,0.0012161434,0
1,0.99994755,1
0,0.00594157,0
0,0.00046554208,0
1,0.99995625,1
1,0.9999981,1
1,0.99875754,1
0,0.007757604,0
1,0.85980356,1
0,0.012528807,0
0,0.005155802,0
1,0.9999027,1
1,0.9994975,1
1,0.9906838,1
0,0.002011776,0
1,0.9950532,1
1,0.9984499,1
1,0.99992275,1
1,0.9995919,1
0,0.008757174,0
1,0.9942764,1
1,0.983755,1
1,0.9998116,1
1,0.99884766,1
1,0.99919415,1
0,0.00302881,0
0,0.00047707558,0
1,0.9999835,1
0,0.013705999,0
0,0.007120967,0
1,0.9988523,1
1,0.9999567,1
1,0.9991406,1
1,0.9999653,1
1,0.9963071,1
0,0.0020147264,0
1,0.99990284,1
0,0.006807804,0
1,0.9908545,1
0,0.00019833446,0
1,0.9999814,1
0,0.020239234,0
0,0.0023687482,0
1,0.99984,1
1,0.9998499,1
0,0.0035874546,0
1,0.9999083,1
1,0.9999894,1
1,0.9808682,1
1,0.99202335,1
0,0.013704032,0
0,0.0062515438,0
1,0.9956908,1
0,0.0061540604,0
0,0.004193306,0
1,0.9999994,1
0,0.0022865534,0
1,0.97483104,1
1,0.99994683,1
1,0.99995553,1
0,0.004344195,0
0,0.0005097985,0
0,0.012073487,0
1,0.9865966,1
0,0.0032702982,0
0,0.01259315,0
0,0.0042472184,0
1,0.9999801,1
1,0.9989083,1
0,0.008801043,0
0,0.0054692626,0
0,0.00054848194,0
1,0.9997201,1
1,0.99814916,1
0,0.0043459833,0
1,0.99996686,1
0,0.00016859174,0
1,0.9999869,1
0,0.02026698,0
1,0.99875337,1
0,0.009972692,0
0,0.00086048245,0
0,0.0028832853,0
0,0.0077572763,0
0,0.009068072,0
0,0.010621369,0
1,0.9988922,1
1,0.99998605,1
0,0.005632788,0
1,0.99998105,1
1,0.9998648,1
1,0.9989625,1
0,5.8948994e-05,0
0,0.005942762,0
1,0.9997848,1
0,3.5315752e-05,0
0,0.008803248,0
1,0.98760617,1
0,0.00040617585,0
1,0.99285877,1
0,0.004345745,0
1,0.99231297,1
0,0.011045903,0
1,0.99998796,1
0,0.0041944385,0
1,0.99993086,1
1,0.99999166,1
0,0.005804956,0
0,0.012711376,0
0,0.0018671155,0
0,0.00914368,0
0,0.0051380396,0
0,0.0042369664,0
0,0.0034323037,0
1,0.9998923,1
1,0.9948101,1
1,0.99995667,1
1,0.9877961,1
1,0.9999851,1
1,0.9999558,1
1,0.9991904,1
1,0.9999263,1
1,0.9906057,1
1,0.9264805,1
1,0.99852026,1
1,0.9992578,1
1,0.9877392,1
1,0.97814786,1
1,0.9472147,1
0,0.00024035573,0
1,0.99958605,1
0,0.000109136105,0
1,0.998387,1
1,0.99965405,1
1,0.9985541,1
1,0.9995205,1
1,0.99948967,1
0,0.0035066307,0
0,0.00027519464,0
0,0.014716446,0
0,0.007753998,0
1,0.99746966,1
1,0.9748163,1
1,0.9998762,1
1,0.9999795,1
1,0.9999193,1
1,0.9999986,1
0,0.0059453547,0
0,0.0034321845,0
1,0.9999781,1
0,0.003297627,0
0,0.007794678,0
1,0.9999827,1
0,0.00038263202,0
1,0.9997428,1
0,0.006607294,0
1,0.994524,1
1,0.99993086,1
0,0.009147108,0
0,0.0030924082,0
1,0.99899364,1
0,4.0978193e-05,0
0,0.0032840967,0
0,0.0065420866,0
0,0.0054267943,0
0,0.00062572956,0
1,0.97267747,1
1,0.96464276,1
0,0.0051593482,0
1,0.99831903,1
0,0.004196286,0
0,0.0051571727,0
0,7.453561e-05,0
1,0.9997944,1
1,0.97482216,1
1,0.9999361,1
0,0.011850446,0
0,0.007756114,0
0,0.0051422715,0
1,0.92649734,1
1,0.9436727,1
1,0.9786931,1
1,0.9999739,1
0,1.5169382e-05,0
1,0.9882385,1
0,0.0006470382,0
0,0.022677213,0
1,0.99518996,1
1,0.9999976,1
0,0.014646798,0
1,0.99865776,1
1,0.9999769,1
0,0.00880149,0
1,0.99976337,1
1,0.9994477,1
1,0.9999982,1
1,0.9990076,1
0,0.0077234507,0
1,0.9996712,1
1,0.99167204,1
0,0.001003623,0
0,0.0043442845,0
0,0.0069367588,0
0,0.0069530904,0
0,0.011244386,0
1,0.9748182,1
0,0.0014581978,0
1,0.99727845,1
1,0.9994155,1
1,0.9689839,1
0,0.004871577,0
1,0.9100927,1
1,0.967615,1
0,4.8726797e-05,0
1,0.99192,1
0,0.009075433,0
0,0.00041905046,0
0,0.004344195,0
1,0.99790573,1
1,0.9983139,1
1,0.9999715,1
1,0.99135476,1
0,0.01252383,0
1,0.99978715,1
0,0.0003940761,0
0,0.017419755,0
1,0.99195963,1
1,0.999746,1
1,0.9999477,1
1,0.9651533,1
1,0.9988533,1
1,0.9999838,1
1,0.9999827,1
1,0.9985205,1
0,0.002570212,0
0,0.00775373,0
1,0.999769,1
0,0.00046306849,0
1,0.98825634,1
1,0.9991877,1
1,0.9995856,1
0,0.0020604432,0
1,0.99445224,1
1,0.9982335,1
1,0.9986429,1
0,0.00063073635,0
0,0.00023025274,0
0,0.003287524,0
1,0.99601096,1
1,0.9999823,1
1,0.9996712,1
1,0.9471618,1
1,0.99714816,1
1,0.99944174,1
0,0.0069509447,0
0,0.013699919,0
1,0.99895424,1
1,0.9999976,1
0,0.00996837,0
0,0.00021123886,0
1,0.99990284,1
0,0.0024152994,0
1,0.95640486,1
1,0.999851,1
0,0.042837888,0
0,0.004902661,0
0,0.0067810416,0
1,0.9996596,1
1,0.85980356,1
0,0.009145111,0
1,0.50995743,1
1,0.9999968,1
1,0.9978132,1
0,0.020259827,0
1,0.9969816,1
0,0.00489372,0
0,0.0002952218,0
0,0.0005829632,0
0,0.002620548,0
1,0.9991946,1
0,0.005289942,0
0,0.009073049,0
0,0.005939901,0
0,0.014362633,0
1,0.9997523,1
0,0.0064187646,0
0,0.009793192,0
0,0.0051393807,0
1,0.9999864,1
1,0.9471989,1
1,0.9999956,1
0,0.0009826124,0
1,0.99998343,1
1,0.9999801,1
0,0.0077542663,0
0,0.0023715496,0
1,0.99975044,1
1,0.9999948,1
1,0.9984904,1
0,0.0059456825,0
0,0.0035842955,0
1,0.9635372,1
1,0.9999979,1
1,0.9988471,1
1,0.9985262,1
0,0.0076131225,0
1,0.9994402,1
0,0.021205932,0
0,0.11195108,0
0,0.005163312,0
1,0.99962944,1
0,0.0037754774,0
1,0.9999973,1
0,0.0062556267,0
1,0.9999988,1
1,0.99385434,1
1,0.99320024,1
0,0.010960072,0
0,0.018070817,0
0,0.005941063,0
1,0.99997425,1
1,0.9795975,1
0,0.008231878,0
0,0.09834066,0
0,0.0050307214,0
0,0.0016517043,0
1,0.99989235,1
1,0.99918735,1
1,0.98659205,1
0,0.00047650933,0
0,0.002449125,0
0,0.0042482316,0
1,0.9990683,1
1,0.995371,1
0,0.0011142194,0
1,0.99984014,1
1,0.99857897,1
0,1.642108e-05,0
0,0.009414464,0
0,0.0021877289,0
0,0.021371216,0
0,4.1663647e-05,0
0,0.08469814,0
0,0.009791374,0
1,0.9998772,1
0,3.668666e-05,0
1,0.9986762,1
0,0.011244506,0
0,0.01105535,0
0,0.005153626,0
1,0.99995667,1
1,0.9963851,1
1,0.9999801,1
0,0.00978896,0
0,0.008924514,0
0,0.0058836043,0
0,0.00033161044,0
1,0.9998044,1
0,0.00033771992,0
1,0.9238292,1
1,1.0,1
1,0.9999521,1
1,0.9992741,1
0,0.0043448806,0
0,0.0050786138,0
0,0.10145792,0
0,0.0022072792,0
0,0.013597399,0
0,5.814433e-05,0
1,0.9998265,1
1,0.99986905,1
1,0.99997807,1
1,0.9999838,1
0,0.0023083985,0
0,0.011516571,0
0,0.007766813,0
1,0.9999869,1
0,0.0005017519,0
1,0.99999976,1
0,0.012525678,0
1,0.9999801,1
1,0.9349731,1
0,0.008806109,0
0,0.006417334,0
1,0.9999827,1
0,0.00020354986,0
1,0.9024941,1
1,0.9970778,1
1,0.9993998,1
1,0.9676228,1
1,0.99999547,1
1,0.9981278,1
0,0.006158769,0
0,0.00042277575,0
1,0.9996598,1
0,0.00018510222,0
0,0.0027385652,0
1,0.9999987,1
1,0.9981973,1
0,3.629923e-05,0
1,0.9989487,1
0,0.0074164867,0
1,0.98657775,1
0,0.007759899,0
0,0.009789914,0
0,0.00048321486,0
1,0.9931128,1
1,0.9999814,1
1,0.99999,1
1,0.9865763,1
1,0.99797344,1
1,0.9998265,1
1,0.99839324,1
0,0.004870683,0
0,0.005803257,0
1,0.99732816,1
0,0.00027227402,0
0,0.00046268106,0
1,0.9891192,1
0,1.3530254e-05,0
1,0.99867415,1
1,0.9998544,1
0,0.027517915,0
1,0.9971918,1
1,0.9988408,1
1,0.99998426,1
0,0.0015231669,0
0,0.0070844293,0
0,0.004248351,0
1,0.9998215,1
1,0.99983627,1
1,0.9999603,1
0,0.0008544326,0
0,0.0035886168,0
1,0.9956902,1
1,0.9999782,1
1,0.9993478,1
0,0.010621786,0
1,0.99994755,1
1,0.9954276,1
0,0.005978316,0
0,0.02930665,0
0,0.0042443573,0
1,0.99924296,1
0,0.016660035,0
1,0.9947727,1
0,9.4652176e-05,0
0,0.0041140914,0
0,0.00031378865,0
0,0.011981249,0
1,0.99656856,1
0,0.00014907122,0
0,0.005156547,0
1,0.99583024,1
1,0.9965123,1
0,0.030068219,0
1,0.9999885,1
1,0.9994314,1
1,0.99953973,1
0,0.00594455,0
0,0.013700783,0
1,0.99813354,1
0,0.011374891,0
0,0.010212302,0
1,0.99772465,1
0,7.775426e-05,0
1,0.99992096,1
1,0.9986404,1
0,0.0043447614,0
1,0.9998903,1
0,4.863739e-05,0
0,0.028097183,0
0,0.00865683,0
0,0.0059413016,0
0,0.0003299415,0
1,0.9991947,1
1,0.76892257,1
0,0.005156249,0
1,0.9995713,1
1,0.99897546,1
1,0.99995506,1
1,0.9934678,1
0,0.0028841197,0
0,0.012673199,0
0,0.024097353,0
1,0.958778,1
1,0.9885746,1
1,0.99968123,1
1,0.9978558,1
0,0.012521625,0
0,0.031902432,0
0,0.009972632,0
0,0.0004336834,0
1,0.99965405,1
0,0.0054765344,0
0,0.00077325106,0
0,0.003584057,0
1,0.9998514,1
0,0.043823063,0
0,0.009973407,0
1,0.9980907,1
1,0.99939966,1
1,0.9999541,1
0,0.009138912,0
0,0.011990637,0
1,0.995957,1
0,0.010526627,0
0,0.06823331,0
0,0.0037121773,0
1,0.9823035,1
1,0.999997,1
1,0.99999976,1
1,0.999594,1
1,0.9998355,1
0,0.0076409876,0
0,0.0018436611,0
0,0.006945014,0
0,0.0059441924,0
0,0.011046022,0
1,0.11619279,0
0,0.0027325451,0
0,7.131696e-05,0
1,0.9999801,1
1,0.9996428,1
1,0.9978123,1
1,0.9710748,1
0,0.0042512417,0
0,0.002892673,0
0,0.005299926,0
0,0.00021257997,0
1,0.9999834,1
1,0.92651665,1
1,0.9906013,1
0,6.183982e-05,0
1,0.0012272894,0
1,0.9603652,1
0,0.012746036,0
0,0.00787586,0
1,0.999978,1
0,4.401803e-05,0
1,0.9988067,1
0,0.009070009,0
0,0.0077771544,0
1,0.9974665,1
0,0.0056763887,0
0,0.014649302,0
1,0.9999759,1
0,0.0002759099,0
0,0.009734213,0
0,0.006419629,0
1,0.99996495,1
0,0.009144127,0
1,0.9925809,1
1,0.9980189,1
0,0.0073934495,0
1,0.999973,1
0,0.01465863,0
1,0.99999726,1
0,0.0013878644,0
1,0.9999747,1
0,0.00075507164,0
0,3.3169985e-05,0
0,3.4451485e-05,0
0,0.012342364,0
1,0.9901805,1
1,0.99943036,1
1,0.9795952,1
0,0.008798897,0
0,0.002562344,0
0,0.003514558,0
0,0.00084477663,0
0,0.00880301,0
1,0.99720657,1
1,0.9344356,1
0,0.0014863908,0
0,0.0051412284,0
0,0.0072321594,0
0,0.011902213,0
0,0.0011872053,0
0,0.04630789,0
1,0.9999578,1
1,0.99960095,1
0,0.0057023168,0
1,0.9999882,1
1,0.9999976,1
0,0.00035393238,0
0,8.109212e-05,0
1,0.9748292,1
0,0.0036932528,0
1,0.9814073,1
0,0.009972155,0
0,0.0069516003,0
0,0.015167266,0
0,0.010528207,0
1,0.94669557,1
1,0.978519,1
1,0.99868435,1
1,0.9999578,1
1,1.0,1
1,0.99988025,1
1,0.99895823,1
0,0.0003633499,0
1,0.15969598,0
1,0.99998564,1
0,0.007900536,0
0,0.015169889,0
0,6.622076e-05,0
1,0.9999894,1
1,0.99903417,1
0,3.451109e-05,0
1,0.9984945,1
1,0.99346316,1
1,0.9947724,1
0,0.0015565157,0
1,0.9986357,1
1,0.9999001,1
1,0.9999866,1
0,0.009076953,0
1,0.99999774,1
0,0.0041954517,0
1,0.9989929,1
1,0.38473248,0
0,0.006951511,0
0,0.007972956,0
1,0.999926,1
1,0.99962974,1
1,0.9999864,1
0,0.0026367009,0
1,0.999995,1
0,0.007394016,0
1,0.99961627,1
0,0.0077587664,0
1,0.99992347,1
1,0.99583,1
0,6.5118074e-05,0
0,0.0034304857,0
0,0.0049046874,0
0,0.0064167976,0
0,2.861023e-05,0
0,0.027375966,0
0,0.00059494376,0
1,0.999997,1
1,0.99957347,1
0,0.0060316026,0
1,0.9994402,1
1,0.9790549,1
0,0.0032968223,0
0,0.009793818,0
1,0.99977815,1
1,0.9994402,1
1,0.97969395,1
0,0.00021150708,0
0,0.0012646616,0
1,0.98268986,1
0,0.005949408,0
1,0.9912605,1
0,0.005153775,0
1,0.9988084,1
1,0.9999861,1
0,0.012576401,0
0,0.00025632977,0
0,0.0008763671,0
0,0.005807936,0
1,0.9999541,1
0,0.004814923,0
1,0.9965457,1
0,0.00775373,0
0,0.0079752505,0
1,0.9552352,1
0,0.00014156103,0
0,0.060700536,0
1,0.9999801,1
1,0.9996884,1
0,0.0058013797,0
0,0.050216854,0
1,0.962335,1
1,0.9999839,1
1,0.97959995,1
1,0.99925435,1
0,0.006033182,0
0,0.012524515,0
0,3.439188e-05,0
1,0.9999563,1
1,0.5550697,1
0,0.0010120273,0
1,0.9999894,1
1,0.99997383,1
0,0.0008574724,0
0,0.014360905,0
0,0.0021879375,0
1,0.9999235,1
0,0.021236598,0
1,0.9885756,1
0,0.005937904,0
0,0.000793308,0
1,0.9978045,1
0,0.009789169,0
0,0.006033927,0
1,0.99126434,1
0,0.0058008432,0
0,0.009144425,0
1,0.99998724,1
0,0.012871683,0
0,0.0037085712,0
1,0.95183814,1
1,0.99706113,1
0,0.020267934,0
0,0.0014670491,0
0,0.015671283,0
1,0.98133355,1
1,0.99721503,1
0,0.0018083155,0
1,0.993855,1
1,0.99705446,1
0,0.02026102,0
1,0.99995786,1
0,0.0061559975,0
1,0.9993757,1
1,0.9988825,1
0,0.06615451,0
0,0.008654565,0
0,0.0014325976,0
0,0.00434497,0
0,0.010963917,0
1,0.96464694,1
0,0.0947164,0
1,0.96408194,1
1,0.99844337,1
1,0.999925,1
1,0.998833,1
1,0.99920726,1
0,0.006952107,0
1,0.992404,1
1,0.99981034,1
0,0.00014320016,0
0,0.0065437853,0
1,0.9999083,1
1,0.99402386,1
0,0.016664624,0
0,0.009144604,0
0,0.0018517673,0
1,0.99997073,1
0,0.012617826,0
1,0.99817806,1
0,0.005153626,0
1,0.9994999,1
0,6.0528517e-05,0
1,0.99999005,1
1,0.9999174,1
1,0.99999636,1
1,0.9878936,1
1,0.98577917,1
0,0.023649633,0
1,0.9999826,1
1,0.99119055,1
1,0.99850726,1
1,0.9990301,1
0,0.0019111633,0
0,0.009145498,0
0,0.0037101507,0
0,0.00017982721,0
0,0.006031424,0
0,0.00046601892,0
0,2.5868416e-05,0
1,0.9816694,1
1,0.99903023,1
1,0.99606645,1
0,0.004352212,0
0,0.00063058734,0
0,0.0037104785,0
0,0.0056680143,0
0,0.019550323,0
1,0.99697953,1
1,0.9999359,1
0,0.0057998,0
0,0.0058054626,0
1,0.9999993,1
1,0.99897206,1
1,0.97905284,1
1,0.9999924,1
1,0.9999801,1
0,0.012749791,0
1,0.80896556,1
0,0.0051384866,0
0,0.011515051,0
1,0.9999635,1
1,0.9748186,1
0,0.009798259,0
1,0.9998988,1
1,0.9854481,1
1,0.9726703,1
1,0.98730576,1
0,0.00014063716,0
0,0.009973615,0
1,0.9996776,1
1,0.9999976,1
0,0.012519509,0
0,0.0043456256,0
0,0.013698578,0
0,0.0018149614,0
1,0.9993177,1
0,0.010379225,0
0,0.009071618,0
0,0.0059407055,0
0,0.00078478456,0
0,0.010751486,0
1,0.9996906,1
1,0.9990405,1
1,0.99871737,1
0,0.005475521,0
1,0.9990658,1
0,0.025092423,0
1,0.9999237,1
0,0.001572907,0
0,0.00515455,0
1,0.99060184,1
1,0.9983176,1
0,0.0038602352,0
0,0.044225782,0
0,0.0027522743,0
1,0.99976754,1
1,0.47708443,0
1,0.97852343,1
1,0.9998094,1
1,0.9860529,1
1,0.9999869,1
0,0.006543249,0
1,0.99039483,1
0,0.006032616,0
0,0.015174866,0
1,0.99999976,1
1,0.9915341,1
1,0.9999817,1
0,0.0014430285,0
0,0.0069511235,0
0,0.013700455,0
0,0.0002143085,0
1,0.999974,1
0,0.0045059025,0
1,0.99950033,1
0,0.0014318526,0
1,0.9950535,1
1,0.99999845,1
0,0.0026960373,0
1,0.9999739,1
0,0.05721605,0
0,0.0036969185,0
1,0.98647755,1
1,0.97482777,1
1,0.9872899,1
0,0.0011884868,0
1,0.98533356,1
1,0.9905971,1
0,0.005946338,0
1,0.99999297,1
1,0.99962664,1
0,0.0069533885,0
0,0.0025606453,0
0,0.005137682,0
0,2.041459e-05,0
0,0.0013662875,0
1,0.9865819,1
1,0.9994401,1
1,0.99905825,1
0,0.005156547,0
0,0.0008473098,0
0,0.0034329891,0
0,0.0095026195,0
1,0.9999838,1
1,0.9472033,1
0,0.013715982,0
1,0.9999982,1
1,0.9999781,1
1,0.99641526,1
0,0.012690902,0
0,0.010165423,0
0,0.0013038218,0
0,6.181002e-05,0
0,0.0058020353,0
1,0.9983315,1
0,0.0015689433,0
0,0.003620267,0
1,0.9640786,1
0,0.0047541857,0
1,0.9965025,1
1,0.8717593,1
0,0.0031802952,0
1,0.99819076,1
1,0.99997765,1
1,0.9998323,1
0,0.007671833,0
1,0.9944502,1
1,0.96761584,1
1,0.9999999,1
1,0.9999999,1
0,0.0015889108,0
1,0.99981457,1
1,0.9997003,1
0,0.00033789873,0
0,0.030941308,0
0,0.0030190349,0
0,0.012333661,0
0,0.040558845,0
1,0.9999989,1
1,0.9999692,1
0,0.001803875,0
1,0.99702555,1
1,0.99155015,1
1,0.9998397,1
0,0.06118676,0
1,0.9999883,1
1,0.9938555,1
1,0.99385494,1
0,0.07279986,0
0,0.00614962,0
0,0.0049244165,0
0,0.0028172135,0
0,0.00880298,0
1,0.99918675,1
1,0.98128134,1
1,0.99568963,1
1,0.99673533,1
1,0.9995618,1
1,0.9999924,1
0,0.15286681,0
0,0.020949066,0
1,0.99941427,1
1,0.9995416,1
1,0.9976532,1
1,0.99960566,1
0,0.006101191,0
0,0.0041951835,0
0,0.04282996,0
1,0.99996924,1
0,0.021410078,0
1,0.9996795,1
0,0.0087533295,0
0,0.009145528,0
0,0.0031518936,0
0,0.00849998,0
0,0.036626577,0
0,0.038700253,0
0,0.011519283,0
0,0.032304317,0
0,0.009972811,0
1,0.9985614,1
1,0.9640794,1
0,0.00515458,0
1,0.9885763,1
0,0.0060329437,0
1,0.99998343,1
1,0.9998114,1
1,0.9986528,1
0,0.007752925,0
0,0.006210685,0
1,0.9999894,1
0,0.01274547,0
1,0.99982536,1
1,0.9990614,1
1,0.9998094,1
0,0.14998198,0
0,0.00490734,0
0,0.009973854,0
1,0.9999963,1
1,0.99996984,1
0,0.0058498085,0
1,0.99998266,1
0,0.004506737,0
1,0.99997854,1
0,0.005005181,0
0,0.00563401,0
0,0.006950766,0
0,0.00037127733,0
0,0.022766411,0
1,0.99998486,1
1,0.99710524,1
0,0.00037765503,0
0,0.0016512275,0
1,0.9996594,1
0,0.0069524646,0
0,0.021205932,0
1,0.999979,1
1,0.056173593,0
1,0.4385999,0
1,0.9999633,1
0,0.009145647,0
0,0.0012540221,0
0,0.0105262995,0
0,0.00013169646,0
1,0.9938556,1
1,0.9471676,1
1,0.9999918,1
1,0.98489445,1
0,0.0010911524,0
0,0.01382485,0
0,0.020346463,0
1,0.9574351,1
0,0.00017392635,0
0,0.14620465,0
0,0.018555969,0
1,0.99758863,1
0,0.0026230812,0
1,0.14268139,0
1,0.94374144,1
0,0.005800307,0
1,0.99997807,1
1,0.99851,1
1,0.9775407,1
1,0.9999943,1
0,0.001239568,0
0,0.0016649365,0
1,0.9986353,1
0,0.050208658,0
0,0.0048763156,0
1,0.9983113,1
1,0.97648096,1
1,0.999749,1
0,0.00037935376,0
1,0.9998259,1
0,0.0006955862,0
0,0.0059435368,0
0,8.672476e-06,0
1,0.99983263,1
0,0.0004095137,0
1,0.99973476,1
0,0.00044420362,0
0,0.012748569,0
0,0.007615149,0
1,0.99997306,1
0,0.000675112,0
0,0.0060313046,0
1,0.99998426,1
1,0.9940611,1
1,0.99999505,1
0,0.0051423013,0
1,0.99987435,1
0,0.009788871,0
1,0.9998275,1
1,0.98468065,1
1,0.9797133,1
0,0.015105814,0
0,0.00032302737,0
1,0.99986553,1
0,0.03056091,0
1,0.9996487,1
0,0.006418079,0
1,0.9839987,1
1,0.9999729,1
0,0.0027671456,0
1,0.9923916,1
1,0.9999923,1
0,7.984042e-05,0
1,0.9955663,1
1,0.99998415,1
1,0.9998306,1
1,0.08707121,0
0,0.02186811,0
0,0.0042584836,0
1,0.99739176,1
0,4.222989e-05,0
0,0.009144366,0
0,0.020872295,0
0,2.104044e-05,0
1,0.99429876,1
0,0.009148747,0
1,0.99985254,1
0,0.0023500025,0
1,0.9998013,1
0,0.008804113,0
1,0.999991,1
0,0.005944073,0
0,0.0041146576,0
0,0.005945176,0
0,0.0056316555,0
0,0.0028485358,0
1,0.9999739,1
1,0.9999794,1
1,0.9998989,1
1,0.99082553,1
0,0.0027356446,0
1,0.99998164,1
1,0.99931407,1
0,0.0027606785,0
1,0.9996067,1
0,0.0051374435,0
0,0.004250318,0
1,0.9997363,1
0,0.004053265,0
1,0.9999989,1
0,0.0035838485,0
0,0.0004631579,0
1,0.98579156,1
1,0.9999769,1
0,0.003948033,0
0,0.00047188997,0
1,0.9487716,1
